h,16,-2,5,16.5566037735849,32,-32,9,22,27,13.9318181818182,13,13,12.7910447761194,11,28,9,16,4,13.3,16,25.5528571428572,51.0857142857143,0.881720430107527,5
i,18,-9,12,17.518771331058,32,-25,11,8,1,10.6730769230769,1,31,11.9358974358974,19,16,0,17,9,8.15172413793104,19.6344827586207,64.9424970273484,95.045707491082,1.68,1
f,8,-8,16,17.656,28,-10,18,9,21,16.3018867924528,0,5,13.2641509433962,28,13,4,6,12,18.1744966442953,14.248322147651,57.620557632539,59.0054502049457,1.66666666666667,0
j,13,-3,13,17.5714285714286,32,-19,11,31,1,9.64935064935065,27,4,14.025641025641,0,32,8,9,8,19.5436241610738,21.9127516778524,44.3420566641142,55.9722535020945,2.04166666666667,0
t,27,-10,17,18.6976160602258,16,-9,9,5,30,14.2121212121212,26,5,20.6730769230769,5,17,8,27,8,12.7224669603524,17.3259911894273,37.7335480991286,81.1976945021251,1.54166666666667,-1
m,20,-4,18,19.8985507246377,11,-1,4,10,30,24.0555555555556,23,16,17.0212765957447,7,11,25,20,20,13.5868263473054,17.568862275449,71.0987486105633,44.5147190648643,0.794871794871795,-1
u,23,-4,16,18.8341708542714,26,-1,4,10,23,19.4285714285714,31,1,10.2424242424242,0,19,20,23,12,14.938596491228,15.859649122807,78.6014927670053,62.1381963681132,0.942857142857143,0
o,7,-8,10,16.2193614830072,32,-32,20,24,6,12.5625,2,32,12.3680555555556,28,31,17,4,3,12.188679245283,23.3207547169811,90.5304378782485,85.3876824492702,1.04,3
b,13,-10,16,17.5686498855835,32,-13,3,32,0,3.9016393442623,15,10,14.2921348314607,0,32,6,13,8,16.1066666666667,18.76,48.5086222222222,58.1824,1.14893617021277,1
h,23,-7,19,20.4483282674772,32,-16,2,18,1,4.98823529411765,28,18,6.96938775510204,15,17,19,23,24,15.1010928961748,18.1967213114754,61.5608184777092,55.6225029114038,1.8,0
f,23,-11,27,20.2558479532164,20,-7,18,7,21,17.6382978723404,4,10,13.1219512195122,20,1,1,21,24,15.9294117647059,14.7852941176471,49.659723183391,68.9980190311418,1.62962962962963,-2
f,10,-15,23,17.1457174638487,32,-18,13,20,29,17.1029411764706,0,14,18.0192307692308,30,1,11,9,11,16.872,14.36,47.615616,51.9744,2.14285714285714,0
s,15,-7,16,18.4343065693431,22,-11,28,2,9,19.4390243902439,2,8,17.125,18,1,26,12,9,19.2227722772277,14.9603960396039,50.7969071659642,110.127144397608,1.42307692307692,-2
v,10,-4,8,16.4575916230366,32,-13,12,22,29,20.7380952380952,17,14,20.1666666666667,19,18,14,10,5,13.231884057971,19.4782608695652,44.2360848561227,22.6843100189036,1.08333333333333,6
j,9,-5,9,16.7225186766275,32,-13,13,11,10,16.2089552238806,0,32,8.29245283018868,31,22,1,9,6,12.3103448275862,23.5402298850575,38.7657550535077,30.7771171885322,1.84615384615385,3
t,13,-9,23,17.4094036697248,32,-16,28,23,25,20.2285714285714,12,18,17.5066666666667,19,32,14,11,11,14.9144736842105,12.1578947368421,45.407158933518,45.514542936288,1.6,1
e,24,-6,18,20.0974930362117,17,-5,0,3,19,11.68,22,5,18.6428571428571,17,24,2,24,21,12.2418300653594,16.0915032679738,47.8042633175275,93.1419539493358,1.05,-2
d,15,-5,22,19.6584022038567,21,-11,14,2,2,16.275,22,7,17.2222222222222,14,3,0,13,9,17.9597315436241,18.5134228187919,76.7030764379984,66.7464641232376,1.85714285714286,-3
p,29,-12,23,19.4594594594595,6,-3,12,2,10,11.6666666666667,6,26,12.3297872340426,6,2,13,29,9,10.2077464788732,13.1056338028169,87.8969822455861,87.9113767109699,1.9047619047619,0
h,19,-3,16,18.9083969465649,21,-2,19,17,26,21.71875,25,1,18.9333333333333,7,13,16,19,15,12.0756302521008,18.2394957983193,65.5741119977404,56.2325577289739,1.45833333333333,-1
b,9,-2,7,16.9816414686825,32,-9,5,6,4,13.8775510204082,0,27,10.6851851851852,30,28,25,5,11,14.7551020408163,18.1734693877551,57.6134943773428,67.0413369429404,1.47222222222222,2
o,20,-6,23,21.1790808240888,18,-2,0,2,29,11.2173913043478,9,6,15.7142857142857,18,3,0,20,19,14.5267175572519,16.0763358778626,86.0762581823126,78.085775887186,0.961538461538462,-1
b,12,-4,10,17.5444319460068,22,-8,27,8,28,18.0588235294118,19,10,18.3833333333333,21,18,1,6,17,14.7259259259259,17.1481481481481,38.4359945130315,70.4521262002744,1.23684210526316,3
f,8,-7,12,17.5468926553672,28,-9,17,5,11,12.6923076923077,0,3,16.3529411764706,28,3,0,7,15,14.7194244604317,15.0143884892086,81.5975363594017,62.5033900936804,1.25714285714286,1
u,11,-5,13,16.9523293607801,32,-32,16,17,9,18.0265486725664,25,21,15.0409836065574,3,24,15,7,10,10.0693069306931,18.4257425742574,57.8466816978728,73.7098323693755,0.755555555555556,4
b,24,-8,13,18.0471698113208,10,-1,2,4,29,20.9411764705882,13,29,16.36,3,27,0,24,6,9.8465909090909,17.75,86.1185111053719,90.9943181818181,1.75862068965517,0
k,20,-6,18,18.78184110971,11,-1,0,1,5,14,30,29,20.2588235294118,11,20,0,16,12,10.8138528138528,18.7445887445887,53.2424055021458,64.3460205018647,1.5,0
d,15,-6,16,17.7514518002323,32,-17,7,21,0,10.7916666666667,28,18,8.32954545454546,11,18,0,13,10,14.079754601227,21.2944785276074,58.1347434980617,55.4961044826677,1.48780487804878,3
k,13,-6,18,18.6570351758794,23,-15,11,13,10,13.6938775510204,7,3,14.5,12,20,14,11,17,14.5,20.2236842105264,64.6008771929824,65.1648776546631,1.23076923076923,0
u,17,-5,16,19.2249674902471,18,-3,0,15,28,18.4242424242424,1,2,12.9583333333333,15,17,16,17,24,15.1372549019607,18.2431372549019,78.3066512879661,70.8350019223376,0.75,-1
