a,20,-9,23,20.4977777778,19,-15,23,17,21,20.6461538462,18,5,15.2068965517,8,4,10,20,16,16.0830945559,12.8710601719,72.4544133464,78.375924664,0.8709677419,1
a,21,-7,22,21.4645799012,24,-8,1,15,29,14.6818181818,27,2,19.3793103448,24,25,17,18,18,15.4388489209,15.9184652278,83.8337905215,88.4010259418,0.9310344828,-3
a,17,-6,19,18.7537878788,25,-19,19,19,16,18.037037037,28,14,12.2352941176,18,23,1,15,13,15.224137931,18.7672413793,62.6049346017,78.7130648038,1.04,1
a,16,-9,23,19.0482398957,21,-4,0,1,28,9.5652173913,25,18,19.064516129,21,25,1,15,15,14.4085603113,18.5992217899,64.1638177717,82.5358748808,0.7567567568,0
a,19,-8,22,19.4253632761,17,-2,0,15,29,19.5172413793,24,15,21.4848484848,12,24,0,18,15,12.2284644195,17.734082397,52.1463058817,86.4199245325,0.75,-3
a,30,-10,23,21.8406779661,11,-3,0,2,30,12.4117647059,28,2,19.7894736842,11,5,0,30,16,12.6359447005,17.2096774194,57.6646987619,79.8246989743,0.9722222222,-2
a,15,-8,20,18.9844357977,30,-2,0,22,26,20.2195121951,29,6,8.8333333333,11,22,0,15,13,14.0118577075,17.5296442688,83.1895827149,64.2333109406,0.6666666667,0
a,21,-5,22,19.7617728532,11,-5,2,2,29,11.4117647059,23,11,19.5652173913,11,23,1,21,13,13.1092715232,18.0331125828,73.3953445024,70.7869830271,0.7096774194,0
a,16,-4,12,17.9766627771,32,-26,2,25,1,7.5675675676,19,11,14.6266666667,8,9,8,15,8,12.1916167665,15.3413173653,57.6519057693,77.901466528,0.8095238095,4
a,14,-7,24,18.8646232439,23,-3,1,1,29,8.9583333333,29,5,13.3125,23,28,0,12,17,14.9004149378,19.5228215768,74.8033608237,85.77645013,0.9666666667,0
a,18,-5,19,19.9048951049,21,-5,3,14,28,18.8648648649,27,5,13.3050847458,12,19,1,18,16,12.6375404531,18.4142394822,61.7780081901,63.3818037096,1.0833333333,0
a,15,-5,17,19.4150197628,30,-2,0,16,28,21.2894736842,29,2,11.5416666667,8,9,0,15,12,15.7509433962,15.4528301887,88.5341972232,85.9836240655,1,-2
a,29,-9,23,20.367013373,21,-16,9,15,28,13.65625,26,3,19.5483870968,18,23,0,22,11,15.1196581197,16.8461538462,55.4671634159,83.7142230988,0.7647058824,-4
a,21,-8,21,20.5695266272,20,-4,2,17,30,19.1388888889,27,3,17.65625,16,21,27,17,21,14.0804597701,16.9396551724,66.3096181794,81.4360136742,0.7894736842,0
a,14,-5,18,18.496886675,24,-3,3,17,29,20.6111111111,29,5,12.0638297872,12,22,0,14,12,12.4886877828,20.2986425339,75.8064331197,72.390450646,0.75,0
a,29,-6,16,21.4656,10,-2,0,2,30,13.375,28,21,22.1666666667,10,3,0,29,13,12.7719298246,16.2781954887,65.5394626918,69.7446624079,0.8571428571,-2
a,26,-6,20,20.7095808383,29,-7,19,19,29,20.2037037037,26,1,12.8636363636,5,3,4,26,14,15.1601123596,16.1179775281,54.7749258301,79.1377666961,0.8529411765,-3
a,26,-5,13,19.2596899225,13,-2,0,3,30,12.1904761905,25,12,22.085106383,13,17,27,26,14,13.7,13.892,54.954,78.416336,0.9393939394,2
a,25,-7,20,20.1573676681,8,-2,0,1,17,10.0833333333,23,14,23.1025641026,8,17,1,25,13,12.0830769231,16.0615384615,65.5530982249,103.6823668639,0.6333333333,-3
a,23,-8,21,20.6,12,-3,7,3,30,15.5909090909,26,22,23.3720930233,12,15,0,21,13,13.8571428571,17.6181318681,57.8312401884,69.3129679387,0.8717948718,-2
a,22,-6,14,18.750310559,22,-3,0,14,28,17.9444444444,26,2,17.7407407407,12,21,1,16,12,13.6073059361,17.6164383562,68.7772982215,92.1268530681,1.125,-2
a,24,-6,18,20.748502994,11,-3,3,2,30,13.2777777778,21,18,18.1463414634,11,2,0,23,12,11.5842696629,15.8876404494,61.8440222194,64.9143416235,1.0277777778,-3
a,24,-5,18,21.0433436533,30,-2,0,23,29,21.5,30,1,16.9375,12,7,0,24,16,13.1851851852,15.4576719577,60.7223202038,73.6926527813,0.8918918919,-2
a,26,-9,24,19.8463726885,21,-5,0,15,29,16.3636363636,26,7,13.2352941176,17,19,0,19,15,13.9781931464,18.1121495327,67.6848827166,77.2522199901,0.71875,-4
a,18,-7,15,18.8009950249,15,-4,0,3,29,11.5416666667,28,15,21.1612903226,15,16,0,18,8,14.7272727273,15.7409090909,92.9074380165,102.9465082645,1,-1
a,21,-8,16,19.4802631579,11,-2,0,2,28,12.5,28,20,24.2571428571,11,24,0,19,16,14.4242424242,15.8106060606,73.9488062443,93.9262511478,0.8928571429,-4
a,13,-9,18,18.0526315789,20,-16,6,13,4,8.6041666667,27,19,11.9316239316,14,25,0,13,11,13.5691489362,19.8989361702,70.1601120416,90.8355307832,0.7826086957,2
a,27,-10,24,21.0573770492,19,-16,16,17,11,13.6379310345,24,16,18.25,11,5,10,27,15,16.306763285,15.152173913,69.5943020841,84.5493068683,0.6111111111,-2
a,19,-7,18,19.5714285714,21,-4,3,17,28,18.2105263158,24,4,19.1351351351,15,24,14,15,18,13.3085106383,16.7056737589,60.745246718,80.3779110709,0.724137931,-2
a,24,-8,27,19.8846153846,28,-5,4,21,30,20.7954545455,23,4,14.1739130435,12,10,0,20,13,13.4913793103,19.4425287356,73.134983155,67.8386510768,0.7777777778,1
a,17,-6,16,19.584,29,-2,0,16,28,20.3243243243,29,1,12.4705882353,8,5,0,16,13,15.0474452555,14.9744525547,79.3006686558,83.0832889339,0.8529411765,-2
a,13,-10,15,18.3997569866,32,-31,20,30,18,18.025974026,28,22,19.1571428571,12,14,8,13,12,13.9502487562,15.3781094527,68.2661815302,99.4092720477,0.7179487179,2
a,16,-8,18,17.5353418308,32,-18,12,15,20,16.725,30,23,11.4,22,18,24,16,15,15.7701863354,23.6397515528,60.3260676671,33.5596620501,1.5333333333,2
a,21,-8,18,18.2521212121,21,-13,9,16,29,12.7702702703,21,14,13.3846153846,13,24,0,14,10,14.1557788945,18.9899497487,62.7948284134,91.8591954749,0.8043478261,1
a,26,-10,24,20.6499215071,29,-2,3,15,28,19.8536585366,25,1,10.0434782609,8,17,3,26,12,16.9431524548,15.1059431525,64.8598174522,85.8518251441,0.7428571429,-2
a,22,-5,19,19.8328767123,27,-6,4,14,23,18.15,30,2,21.4230769231,13,15,17,22,10,12.8027210884,15.9727891156,56.8658429358,65.4550418807,1,0
a,24,-10,27,19.9853372434,24,-9,7,16,30,19.8636363636,27,1,16.8235294118,14,18,2,24,14,16.3742690058,19.2192982456,60.1523203721,75.0191597415,0.8787878788,-1
a,19,-4,18,19.4391534392,15,-3,3,10,29,18.7037037037,26,4,23.1470588235,12,28,28,14,15,11.9328358209,18.0485074627,53.0328024059,87.0461544888,0.696969697,-1
a,20,-8,21,18.8753180662,24,-5,0,18,29,18.6842105263,29,1,18.75,14,16,0,16,10,12.6764705882,16.4285714286,83.8491102323,102.4129651861,0.8620689655,-3
a,17,-5,16,18.3847087379,32,-27,6,25,5,9.6310679612,25,20,12.8316831683,12,19,0,12,8,13.505,18.245,65.669975,89.014975,0.8333333333,2
a,24,-5,18,20.9753846154,28,-7,1,13,24,16.4444444444,25,2,21,17,21,0,24,13,14.0347593583,15.3101604278,63.1939789528,69.7808058566,1.0625,-7
a,24,-8,21,20.4549483013,18,-7,0,2,15,13.1515151515,16,4,14.8260869565,15,7,2,24,14,16.530259366,13.0634005764,84.6352515177,74.0247988107,0.8611111111,-3
a,23,-9,21,19.7745098039,31,-5,0,24,29,21.6666666667,28,11,8.5227272727,10,22,0,23,7,13.1258064516,17.835483871,82.3293340271,66.8406763788,0.92,0
a,16,-10,21,19.5160857909,13,-4,0,2,22,13.25,25,10,20.8863636364,13,13,0,13,12,12.1690647482,16.7805755396,65.7519926505,86.0417809637,0.9230769231,-3
a,29,-5,22,22.092173913,12,-3,1,1,17,13.4285714286,30,2,13.9523809524,12,4,0,29,15,13.7706013363,16.9287305122,59.5086234691,76.885789257,1,-3
a,22,-9,28,19.784992785,15,-4,0,2,28,11.0909090909,27,2,18.6296296296,15,22,0,19,13,14.084592145,16.7794561934,75.4188260421,108.1356504596,0.7777777778,-2
a,23,-6,28,21.4673539519,26,-4,5,19,29,19.6976744186,30,3,16.0303030303,17,20,0,18,14,13.9140271493,17.1719457014,61.3681742798,80.5134211011,1,-1
a,21,-7,27,20.3034901366,23,-4,0,2,30,10.4482758621,24,12,19.5757575758,23,21,29,17,21,14.0246575342,18.2767123288,62.79665228,78.8795946707,0.8529411765,2
